"","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_1_facebook_likes","gross","actor_2_facebook_likes","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","budget","imdb_score","movie_facebook_likes","title_year"
"2208",233,98,406,406,860,32774834,523,136048,2609,5,700,3e+07,7.2,0,2004
"2209",282,92,34,322,383,34334256,333,35131,1945,0,255,1.1e+07,4.8,16000,2013
"2210",57,123,36,631,10000,32051917,1000,42315,12338,0,140,2e+07,6.6,0,1995
"2211",153,88,92,636,31000,32014289,881,50337,34319,8,177,2e+07,3.5,13000,2013
"2212",20,158,32,417,16000,NA,756,9352,17775,3,106,2e+07,6.7,0,1969
"2213",324,128,835,755,11000,31838002,896,136673,13189,1,281,2e+07,7.6,10000,2008
"2214",122,107,58,47,141,36874745,76,12276,389,2,117,2e+07,6.3,21000,2016
"2215",156,91,17,78,534,30079316,385,75920,1083,0,474,3.5e+07,5.5,0,2002
"2216",161,90,12,587,786,35033759,651,55008,2462,4,93,1.9e+07,6.3,21000,2011
"2217",69,115,39,254,13000,29753944,481,90677,14275,3,389,2e+07,6.5,0,1998
"2218",121,101,29,429,812,29062561,533,23424,3292,0,119,NA,5.6,0,2009
"2219",258,113,108,22,1000,31146570,100,55441,1136,3,165,2e+07,6.9,0,2010
"2220",174,113,350,619,1000,27277055,960,143137,3141,0,602,2e+07,7.6,10000,2000
"2221",141,87,2,270,741,26876529,297,26624,1834,1,189,2.7e+07,3.9,0,2008
"2222",31,101,154,497,1000,53146000,816,9845,3174,1,77,2e+07,6.1,613,1996
"2223",222,111,79,287,26000,30028592,811,152247,27755,0,189,2e+07,7.3,0,2008
"2224",273,108,1000,1000,14000,34126138,4000,666937,19364,1,1514,2e+07,8.3,52000,2004
"2225",91,105,99,518,2000,25677801,938,41273,4813,6,136,2e+07,5.8,0,2010
"2226",190,109,453,2000,18000,26415649,11000,94892,33878,4,189,2e+07,6.8,0,2008
"2227",427,109,1000,24,177,26003149,55,185587,278,6,401,2e+07,7,49000,2013
"2228",93,99,26,650,720,25584685,669,15877,3327,5,102,2e+07,5.9,590,2007
"2229",292,98,35,16,125,29975979,37,105797,189,0,281,2e+07,6.5,0,2009
"2230",180,104,14,756,2000,31584722,934,101730,5707,1,131,2e+07,6.4,0,2010
"2231",94,109,15,350,3000,23179303,775,32951,4257,3,44,2e+07,5.8,6000,2011
"2232",112,75,19,806,1000,23078294,934,25870,3590,0,281,9e+06,5.1,0,2006
"2233",20,119,23,748,25000,21413105,19000,15230,45841,1,97,2e+07,6.8,0,1990
"2234",84,90,0,518,681,25077977,611,10986,2486,0,84,2e+07,5.3,0,2010
"2235",120,97,212,637,960,23292105,917,39541,3261,0,334,2e+07,5.3,3000,2006
"2236",90,103,31,733,12000,26870825,804,22604,14903,3,124,NA,6.4,0,2006
"2237",103,89,0,470,87000,20916309,570,5332,88422,4,37,4e+07,4.9,431,2009
"2238",59,106,835,458,1000,21200000,967,34774,3598,0,162,2e+07,6.8,1000,1995
"2239",86,96,24,374,646,28876924,441,4303,1780,0,35,2e+07,7.1,0,2016
"2240",190,115,0,107,10000,20207003,311,50198,10507,0,202,NA,6.8,0,2008
"2241",114,104,0,877,2000,20241395,1000,42664,5123,0,403,2e+07,6.1,0,1998
"2242",6,24,NA,NA,0,NA,NA,12417,0,0,51,NA,7,124,NA
"2243",290,108,13000,285,606,32000000,332,422432,1885,2,1040,806947,8.5,18000,1960
"2244",80,112,41,490,1000,19151864,500,36983,3301,3,100,4e+07,5.9,0,2008
"2245",98,104,19,942,15000,23393765,989,31323,18760,0,76,2e+07,6.3,0,2014
"2246",88,113,0,949,995,18882880,975,20539,4039,3,125,2e+07,5.9,681,2007
"2247",13,98,15,281,691,8500000,374,2061,1761,0,34,2e+07,5.4,501,1981
"2248",52,121,503,83,2000,NA,92,33597,2251,2,185,2e+07,7,0,1985
"2249",60,114,160,271,1000,18252684,367,18366,1816,2,219,3e+07,6.9,0,1998
"2250",154,124,57,905,11000,19661987,3000,83786,17050,2,231,2e+07,7.5,0,2007
"2251",274,148,0,826,17000,18352454,882,426359,18752,0,760,1.5e+07,8.2,76000,2007
"2252",110,108,480,579,970,17803796,931,26100,4374,1,97,2e+07,5.9,484,2006
"2253",173,95,83,206,991,17529157,494,49888,2173,0,220,2e+07,5,25000,2012
"2254",165,108,0,844,16000,25753840,4000,219091,23296,2,592,1.9e+07,7.3,12000,1996
"2255",45,68,0,253,304,18081626,286,4180,861,0,32,2e+07,6.4,264,2005
"2256",45,103,0,801,21000,17518220,1000,9105,25263,1,76,2e+07,6.6,0,1995
"2257",377,99,0,59,264,17104669,62,99353,537,1,354,2e+07,7.8,0,2004
"2258",NA,30,NA,215,909,NA,417,114,1557,2,6,NA,6.7,4,NA
"2259",43,88,0,939,3000,16988996,968,3875,8189,1,75,3.5e+07,4,422,2002
"2260",201,128,395,161,283,15797907,206,68119,904,0,230,2e+07,7.6,0,2007
"2261",192,124,0,430,6000,16248701,979,189683,7567,0,559,2e+07,7.7,0,2003
"2262",77,84,2,472,787,15712072,555,13210,2915,0,138,2e+07,5.8,269,2004
"2263",350,122,308,10000,17000,191449475,12000,348010,44061,1,1535,3.7e+07,5.2,19000,2008
"2264",81,101,13,499,651,15408822,555,14147,2698,3,92,2e+07,5.6,401,2003
"2265",81,98,143,153,302,15464026,216,23076,1189,2,158,2e+07,5.3,1000,2000
"2266",222,105,909,173,1000,14359793,909,35137,2327,0,188,NA,7.4,10000,2009
"2267",27,225,126,202,940,8000000,208,6484,1934,6,100,2e+07,6.6,1000,1965
"2268",155,111,53,233,8000,NA,963,20186,9941,0,81,19500000,6.2,0,2015
"2269",111,88,82,329,869,14174654,624,74945,2857,0,359,2.5e+07,1.9,0,2008
"2270",107,88,190,163,137000,15988876,459,26236,137712,6,110,2.7e+07,5.7,0,2009
"2271",34,94,36,507,13000,13801755,828,23928,15183,1,100,2e+07,6.6,0,1997
"2272",151,117,20,783,11000,13987482,904,58957,15713,1,91,2e+07,6,0,2011
"2273",289,95,4,80,788,14291570,447,82082,1414,2,236,2e+07,6.1,10000,2012
"2274",76,99,272,62,1000,12181484,87,26390,1189,1,176,4e+07,4.8,713,2004
"2275",150,96,83,926,26000,13630226,968,112516,30541,0,223,2e+07,6.2,0,2009
"2276",67,98,11000,967,1000,13383737,979,29385,4302,4,86,2e+07,7.5,979,1994
"2277",36,123,6,85,541,13391174,249,5796,908,0,177,2e+07,6.3,0,2006
"2278",149,101,176,83,3000,12987647,268,24019,3431,2,199,3e+07,7.1,983,2002
"2279",156,102,563,385,12000,12469811,442,69172,13156,1,316,2.2e+07,6.6,0,2005
"2280",64,94,394,565,922,12398628,855,21542,2880,2,88,2e+07,6.1,977,2002
"2281",210,102,192,31,346,13214030,41,60516,500,3,147,2e+07,6.7,0,2008
"2282",113,108,212,347,969,12232937,794,22823,2799,1,113,2.2e+07,5.6,0,2009
"2283",390,116,198,884,17000,12134420,1000,92237,20258,0,366,2e+07,7.2,25000,2010
"2284",5,93,18,181,400,11784000,220,6701,1151,0,26,2e+07,4.3,444,1994
"2285",248,102,1000,270,734,11169531,563,79855,1778,2,235,2e+07,6.4,0,2008
"2286",137,103,350,99,5000,11034436,378,13505,5637,1,180,2e+07,7.1,0,2005
"2287",214,115,214,968,14000,12626905,12000,32567,27214,3,106,2e+07,6.3,0,2016
"2288",104,96,11000,223,11000,10569071,474,35586,11867,2,131,2e+07,7.4,0,1997
"2289",81,98,4,677,2000,10544143,1000,16372,4843,2,121,2e+07,6.1,311,1999
"2290",175,101,53,580,14000,13650738,1000,61360,16926,1,129,2e+07,6.6,25000,2015
"2291",20,106,277,383,22000,10555348,2000,17349,24887,0,42,2e+07,6,855,1989
"2292",69,101,11000,2,1000,9714482,612,30083,1614,0,140,2e+07,6.8,0,1996
"2293",168,87,0,548,22000,8579684,557,89547,24324,0,199,9e+06,7.4,0,2007
"2294",166,111,0,725,856,9525276,742,60156,3309,0,299,2e+07,6.8,0,2007
"2295",160,99,52,148,22000,8855646,1000,49855,23409,1,117,2.1e+07,7.2,10000,2009
"2296",32,88,84,177,650,9109322,384,25371,1343,3,129,2e+07,1.9,0,2004
"2297",72,83,10,69,688,8326035,99,21933,1019,2,76,3.3e+07,5.5,676,2005
"2298",53,91,10,436,716,8104069,537,9785,2700,3,26,2e+07,4.5,233,2007
"2299",76,108,54,463,786,8054280,567,6838,2730,3,117,2e+07,6.3,924,2004
"2300",15,154,189,388,683,NA,641,3454,2172,0,64,2e+07,7,548,1969
"2301",401,148,0,175,204,8093318,178,61935,707,0,242,2e+07,6.7,18000,2014
"2302",31,77,3,593,787,7382993,690,3851,2185,0,114,2e+07,2.8,346,2006
"2303",65,110,9,826,997,8888355,941,7894,3177,19,25,2e+07,5,0,2013
"2304",26,42,NA,376,1000,NA,440,15612,2240,1,29,NA,7.5,0,NA
"2305",45,83,119,633,885,7001720,816,8560,2907,2,205,1.2e+07,4.3,797,2008
"2306",260,107,0,99,2000,7268659,749,59248,2848,7,164,2e+07,5.6,48000,2013
"2307",129,100,17,86,669,6852144,429,15169,1267,0,213,2.2e+07,6.2,0,2003
"2308",58,87,29,522,1000,6563357,794,18571,4218,4,120,2e+07,5.3,847,2008
"2309",103,154,608,149,1000,6201757,452,10037,1690,1,202,1e+07,7.4,608,1999
"2310",45,106,38,975,1000,6420319,1000,15978,5705,0,122,2e+07,7.4,15000,2015
"2311",345,99,0,691,13000,5702083,10000,80617,23755,3,190,1.5e+07,6.5,36000,2011
"2312",232,100,0,407,21000,5480996,18000,89383,39507,0,293,8700000,7.1,0,2006
"2313",116,116,150,956,18000,6002756,1000,24997,21200,2,75,2e+07,7.2,13000,2012
"2314",148,94,892,81,310,5132655,294,37626,838,0,521,2e+07,2.3,1000,2005
"2315",79,111,650,181,690,5205343,224,11958,1573,3,39,2e+07,6.4,1000,2009
"2316",167,100,143,430,829,5005883,681,29649,2295,1,361,2e+07,6.1,0,2004
"2317",350,125,78,745,1000,5749134,969,45799,3979,0,180,2e+07,7,0,2014
"2318",25,114,329,544,1000,NA,912,6904,3493,0,102,2e+07,6.5,971,2008
"2319",99,119,18,9,20,4234040,18,14301,64,0,45,2e+07,7,0,2008
"2320",231,135,162,228,23000,4001121,13000,48346,36398,0,230,2e+07,7,0,2007
"2321",119,93,19,619,15000,3749061,13000,28629,30134,3,113,2e+07,4.9,0,2012
"2322",182,114,0,446,975,3519627,877,41737,3014,4,105,2e+07,6.9,0,2008
"2323",245,124,0,631,22000,3081925,1000,55842,24732,0,274,2.1e+07,7.5,13000,2008
"2324",174,134,6000,745,893,2298191,851,221552,2710,0,570,2.4e+09,8.4,11000,1997
"2325",69,114,22,413,572,2353728,548,4293,1776,5,53,2e+07,6.9,235,2003
"2326",26,124,42,161,801,2000000,174,2998,1462,0,74,2e+07,4.5,1000,1980
"2327",168,104,214,430,1000,1900725,509,43205,2129,1,232,2e+06,7.4,0,2005
"2328",27,118,14,400,2000,2246000,769,2302,3384,4,20,2e+07,7,0,2015
"2329",28,80,121,587,836,1646664,624,4518,2467,2,66,2e+07,2.8,241,2003
"2330",146,107,110,722,23000,1190018,876,261317,25088,2,1137,2e+07,7.5,20000,2002
"2331",67,125,55,2,991,1027749,10,8087,1003,4,33,4e+07,7.1,1000,2008
"2332",93,115,115,977,9000,882710,1000,16215,11433,2,138,2.4e+07,6.4,401,2000
"2333",28,88,12,231,979,1064277,532,14015,1978,0,83,2e+07,6.7,831,2012
"2334",131,122,11000,188,11000,531009,11000,7976,22319,0,61,1e+07,5.3,0,2015
"2335",105,103,78,101,488,410388,336,13727,991,1,79,2127519898,6.9,973,2004
"2336",21,101,25,407,18000,375474,723,2613,20354,0,46,2e+07,6.2,445,2005
"2337",140,101,46,902,33000,578382,4000,41249,39515,2,67,NA,6.3,0,2010
"2338",9,107,58,324,699,305070,533,3843,1592,1,25,2e+07,6.4,399,1994
"2339",83,86,0,3,46,206678,33,11391,82,1,66,NA,6.5,1000,2008
"2340",8,118,8,11,106,146072,56,7147,182,0,16,1.4e+08,6,136,1998
"2341",138,107,14,311,403,1183354,368,13026,1577,1,75,2e+07,5.1,0,2010
"2342",42,100,3,442,14000,121972,506,9868,15612,3,81,2.2e+07,5.5,217,2002
"2343",NA,30,NA,9,310,NA,11,18,344,4,NA,NA,7.2,0,NA
"2344",92,110,278,181,3000,263365,602,6147,3785,2,36,2e+07,5.4,0,2010
"2345",140,106,448,648,9000,54734,750,20821,10982,1,62,NA,5.7,0,2015
"2346",NA,7,23,51,344,NA,281,118,726,0,NA,13000,5.2,30,2007
"2347",29,102,10,60,483,NA,472,5154,1113,3,29,2.5e+07,6.2,314,2008
"2348",29,98,5,716,18000,NA,867,25450,20472,1,118,2e+07,6.7,0,2007
"2349",39,83,0,700,12000,NA,857,5203,15680,0,11,2e+07,5.8,1000,2012
"2350",2,153,0,7,109,NA,36,102,164,0,1,NA,7,58,2014
"2351",2,98,2,53,729,NA,282,50,1092,4,3,2e+07,4.8,70,2014
"2352",NA,105,23,897,22000,NA,2000,178,27425,0,1,2e+07,7.2,0,2016
"2353",64,96,160,889,14000,NA,1000,21833,17957,2,101,2e+07,5.6,0,2015
"2354",120,105,17,897,12000,NA,991,43879,16355,3,133,27220000,6.4,11000,2013
"2355",143,125,43,7,2000,8047690,594,77656,2608,0,220,19400000,7.5,0,2006
"2356",160,184,34,155,486,476270,471,29602,1601,2,110,2e+07,7.4,0,2008
"2357",92,236,0,232,933,184208848,839,186485,2398,1,382,2.2e+07,8,0,1990
"2358",286,97,52,384,3000,100292856,957,160418,5547,0,296,2e+07,5.7,16000,2011
"2359",43,113,17,551,14000,58571513,599,30213,15914,1,112,1.9e+07,6.8,0,1989
"2360",69,95,15,528,1000,51431160,852,62861,3092,2,232,2e+07,5.9,0,2004
"2361",242,103,0,157,611,103001286,422,222018,1212,0,869,1.5e+07,7.2,11000,1996
"2362",149,91,17,670,1000,41867960,795,65512,3023,0,478,2e+07,5.5,0,2001
"2363",253,146,0,413,888,NA,629,610333,2560,0,1320,1.9e+07,8.4,37000,1980
"2364",198,116,0,459,1000,210609762,690,732212,3230,0,809,1.9e+07,8.5,39000,1985
"2365",147,93,37,545,885,40846082,828,45317,2872,0,536,1.9e+07,5.6,0,1999
"2366",36,113,0,256,607,51697449,269,8346,1465,6,59,1.3e+07,4.1,1000,2009
"2367",6,90,97,319,731,NA,634,60,2374,4,6,2.7e+07,5,1000,2016
"2368",181,101,8,110,544,27758465,449,77987,1292,2,120,1.9e+07,6.1,0,2010
"2369",97,95,189,306,500,56127162,308,57479,2020,2,205,1.8e+07,5.4,0,2003
"2370",167,109,93,521,31000,1357042,3000,53977,35561,1,125,1.5e+07,7.1,14000,2011
"2371",NA,43,NA,211,341,NA,230,29,1462,1,NA,NA,6.6,0,NA
"2372",47,85,2,402,1000,15911333,539,2855,2429,1,119,1.9e+07,3.6,663,2000
"2373",308,101,42,219,991,39103378,894,93272,2609,0,251,2e+07,6.5,0,2010
"2374",246,125,6000,7,17,10049886,10,417971,44,0,902,1.9e+07,8.6,28000,2001
"2375",23,118,0,30,483,NA,91,1904,635,1,12,NA,6.2,332,2013
"2376",29,132,79,1000,14000,8600000,12000,17982,28094,2,95,2.5e+07,7,1000,1984
"2377",252,131,33,326,876,21483154,526,98741,1985,1,236,1.9e+07,7.6,53000,2013
"2378",102,129,51,630,948,8396942,822,72715,4324,1,103,1.9e+07,6.5,0,2008
"2379",134,100,14,356,3000,12561,547,71276,4094,2,181,1.9e+07,6.4,13000,2010
"2380",30,172,75,102,617,NA,134,6156,1131,0,91,1.9e+07,6.7,560,1964
"2381",136,97,31,562,2000,6923891,2000,43867,5519,4,83,2.3e+07,6.3,0,2011
"2382",102,121,33,505,1000,5308553,919,5147,3260,2,37,NA,6.4,0,2012
"2383",10,92,22,0,2,2119994,0,1153,2,0,15,1.9e+07,5.7,238,1993
"2384",31,116,500,530,12000,1292527,1000,3536,14579,2,44,1.9e+07,6.3,228,1996
"2385",63,110,44,85,8000,560512,691,550,8972,0,3,NA,7.8,599,2016
"2386",220,90,15,16000,87000,64255243,17000,80903,120797,0,518,1.9e+07,6,0,2005
"2387",241,81,0,836,12000,22245861,11000,143251,25489,0,710,1.9e+07,7.7,0,2002
"2388",252,97,0,233,654,20433940,529,78883,1876,8,662,1.5e+07,6.2,0,2005
"2389",23,107,15,27,82,NA,39,625,151,2,4,NA,5.7,124,2013
"2390",156,118,0,551,40000,10562387,693,213226,43105,0,648,18500000,7.7,15000,1998
"2391",192,100,0,985,3000,18439082,2000,94292,7252,3,287,18500000,6.4,13000,2009
"2392",351,97,89,329,920,150056505,798,216581,2771,3,397,1.8e+07,6.4,21000,2014
"2393",57,114,55,360,789,119938730,424,265818,2085,0,213,1.8e+07,6.9,0,1994
"2394",99,130,545,697,15000,114968774,11000,153468,28018,1,204,1.8e+07,7.3,0,1988
"2395",343,82,119,6,332,128505958,165,297014,505,1,1198,1.8e+07,7.3,0,2006
"2396",163,96,126,584,2000,95001351,788,131801,4380,1,548,1.8e+07,6.2,0,2001
"2397",110,105,12000,643,12000,76400000,664,58743,14762,1,192,1.7e+07,6.6,0,1984
"2398",233,122,301,457,1000,75072454,539,96569,2759,0,522,2e+07,6.7,0,2005
"2399",91,88,31,489,1000,65535067,489,59380,2604,1,202,1.7e+07,5.7,0,1999
"2400",169,110,179,734,12000,13998282,1000,24854,15044,1,374,1.6e+07,3.1,31000,2014
"2401",142,103,15,172,723,6061759,552,49077,1615,0,475,1.7e+07,6.3,0,2005
"2402",50,106,8,521,748,64955956,656,10104,3956,4,69,1.8e+07,5.7,265,2004
"2403",195,98,72,566,1000,60057639,624,107815,3151,2,485,1.8e+07,7.1,10000,2003
"2404",129,68,116,481,8000,53868030,503,183425,10557,2,425,1.7e+07,7,0,1997
"2405",156,94,52,261,567,59573085,312,13562,2259,10,103,1.8e+07,6.1,19000,2016
"2406",103,99,42,557,975,52691009,569,18727,3567,2,45,2.1e+07,6.6,0,2011
"2407",217,107,323,794,1000,59735548,1000,290949,4223,1,629,1.5e+07,7.8,13000,1987
"2408",134,180,869,521,692,51600000,670,270790,3076,0,549,1.8e+07,8.3,16000,1984
"2409",146,89,29,458,2000,43818159,690,27664,4867,0,260,2e+07,3.9,1000,2008
"2410",159,97,70,625,2000,86049418,1000,245989,5032,4,554,1.7e+07,7,0,2004
"2411",111,113,22,148,727,43601508,171,35718,1310,1,317,1.8e+07,6.7,0,2003
"2412",187,131,500,555,1000,41300105,559,65201,3261,0,651,19800000,7.3,0,2001
"2413",20,44,NA,650,828,NA,787,65785,2546,8,281,NA,7.5,0,NA
"2414",44,103,0,805,12000,41382841,899,27149,14672,0,96,1.8e+07,6.3,0,1986
"2415",588,119,0,529,15000,42335698,6000,395087,21668,8,1101,1.8e+07,7.8,114000,2014
"2416",415,98,11000,218,594,33404871,268,150082,1353,1,384,1.8e+07,7.3,36000,2013
"2417",279,111,521,64,97,31471430,68,83374,313,0,828,1.5e+07,7.6,0,2006
"2418",97,94,23,582,2000,30222640,1000,36666,4868,2,144,2.5e+07,5.3,0,2003
"2419",60,122,380,2000,18000,26830000,11000,101889,32930,3,365,1.8e+07,7.9,0,1989
"2420",27,81,8,341,844,26906039,456,29621,2653,2,76,1.8e+07,5.3,588,1996
"2421",212,89,0,606,2000,21378000,826,46492,4877,0,335,1e+06,6.8,7000,1980
"2422",110,106,80,723,2000,43853424,795,35514,5024,1,114,1.8e+07,7.1,15000,2011
"2423",45,122,0,191,643,NA,559,17277,2032,0,124,1.8e+07,7.2,0,1970
"2424",190,86,62,59,390,23993605,258,52467,727,1,248,1.8e+07,5.8,0,2009
"2425",77,103,130,406,691,26400000,476,62009,2481,1,109,1.8e+07,5.8,2000,1984
"2426",151,121,17000,356,22000,45250,394,235133,23008,1,494,1.8e+07,8.3,0,1980
"2427",111,109,7,827,2000,22927390,980,25344,4947,0,77,1.8e+07,5.6,0,2009
"2428",64,109,272,124,155,4250320,144,14870,605,1,86,1.8e+07,6.8,0,1985
"2429",134,123,64,637,808,22452209,720,14062,5734,0,82,1.8e+07,5,0,2009
"2430",450,94,0,223,11000,18329466,642,279179,11984,0,440,1.8e+07,7.6,63000,2010
"2431",128,94,11000,975,11000,17071230,11000,31169,23283,0,192,1.8e+07,6.7,812,2000
"2432",68,115,13,111,757,17174870,220,15817,1201,2,210,1.8e+07,6.7,0,2000
"2433",97,107,24,85,10000,26284475,566,9051,10691,13,68,1.7e+07,5.7,0,2015
"2434",54,91,38,362,17000,16702864,632,8023,18711,0,49,1.8e+07,5.2,591,2004
"2435",99,125,34,1000,16000,15561627,4000,39105,21622,0,359,1.8e+07,7.5,0,2001
"2436",412,122,0,816,14000,17750583,13000,93548,28933,0,307,3e+07,7.2,23000,2015
"2437",107,102,0,529,946,14793904,800,28209,4072,1,80,1.8e+07,5.3,0,2009
"2438",192,90,44,729,12000,15281286,904,64646,16004,2,105,1.8e+07,6.5,0,2009
"2439",25,98,28,102,372,8000000,262,1400,927,0,41,1.8e+07,5,346,1981
"2440",104,109,128,1000,11000,13491653,2000,23728,14995,0,213,1.8e+07,6.1,813,2001
"2441",120,107,0,101,517,NA,376,27629,1067,0,149,1.8e+07,7.4,2000,1981
"2442",146,90,31,179,210,10494494,193,19586,676,1,109,1.8e+07,4.4,4000,2013
"2443",124,112,0,177,805,7837632,223,46396,1466,0,287,1.8e+07,7.5,0,1997
"2444",107,94,0,197,712,15155772,341,8895,1673,2,48,1.8e+07,5.7,3000,2014
"2445",11,105,6,371,723,8508843,422,7470,2368,1,35,1.8e+07,5.5,0,1989
"2446",93,104,109,202,405,7739049,204,10680,847,2,112,1.8e+07,7.1,562,2004
"2447",38,112,213,45,567,6734844,67,29591,711,0,118,1.7e+07,5.9,0,1986
"2448",60,108,25,94,1000,6000000,115,10832,1263,0,102,1.8e+07,6.7,0,1981
"2449",184,112,97,231,577,6615578,416,15352,1341,2,82,1.3e+07,7,0,2009
"2450",148,127,13000,940,40000,5887457,13000,142416,56585,1,420,1.8e+07,7.9,0,1994
"2451",217,111,655,405,24000,13362308,14000,31898,39307,1,111,1.8e+07,6.9,0,2013
"2452",160,126,44,9,627,5701643,12,37635,653,0,165,2e+07,7.3,0,2007
"2453",209,114,0,1000,27000,5694401,18000,194489,46944,4,192,1.8e+07,7.3,12000,2008
"2454",40,99,379,251,456,5333658,278,2541,1356,2,54,2e+07,3.5,0,1982
"2455",85,150,0,401,597,4414535,591,30618,1645,0,224,1.8e+07,7.8,0,1996
"2456",83,117,78,238,989,4806750,258,6091,1598,0,53,NA,7.4,0,2009
"2457",263,112,337,201,4000,3707794,820,31359,5671,0,156,1.8e+07,6.7,0,2016
"2458",128,108,11000,922,11000,3203044,944,25165,14843,2,155,1.8e+07,6.4,827,2003
"2459",186,116,6,212,25000,4435083,14000,27882,39463,2,119,1.8e+07,7.1,18000,2013
"2460",14,60,NA,405,654,NA,426,12854,1906,1,44,NA,6.7,0,NA
"2461",292,144,0,16,63,2222647,43,52958,167,0,193,1.2e+07,7.8,0,2009
"2462",15,92,662,161,662,NA,290,436,1498,0,6,NA,4,378,2016
"2463",70,93,28,415,1000,3500000,695,10082,2319,2,100,2700000,5.9,0,1986
"2464",79,103,154,576,1000,676698,783,26730,4094,0,180,1.8e+07,7.2,2000,2002
"2465",103,93,190,151,364,3419967,253,13359,1083,0,56,NA,7.2,19000,2013
"2466",97,98,34,394,663,NA,551,14324,2215,1,93,1.8e+07,5.1,1000,2008
"2467",108,334,NA,30,897,145118,30,10111,1032,0,36,NA,7.7,0,NA
"2468",59,114,157,32,84,NA,35,2541,198,0,20,1.8e+07,5.5,342,2009
"2469",10,121,0,353,854,229311,578,899,2705,2,42,11350000,6.2,271,1999
"2470",184,87,0,83,1000,NA,177,49669,1592,1,419,3500000,7.2,3000,1985
"2471",23,92,55,757,1000,NA,872,4510,3212,1,50,1.8e+07,5.2,0,2016
"2472",112,105,2,69,805,63260,306,14325,1185,0,90,1.4e+07,6.7,0,2006
"2473",45,90,78,720,2000,NA,1000,4693,4142,1,49,1.1e+07,6.3,0,2015
"2474",59,89,130,183,444,NA,312,30215,1243,1,95,17900000,5,0,1985
"2475",195,114,89,920,22000,NA,2000,48162,25804,2,140,1.4e+07,6.2,10000,2012
"2476",256,119,99,778,15000,121463226,833,422606,17584,2,555,2e+07,7.6,0,2007
"2477",44,103,0,543,923,90485233,619,9544,3699,0,45,NA,4.1,804,2009
"2478",59,91,512,413,11000,NA,918,5693,13545,2,34,1.8e+07,5.3,0,2014
"2479",97,98,209,129,158,58006147,152,67653,816,2,108,2.3e+07,6.2,0,2008
"2480",142,80,19,854,11000,51053787,979,45900,14385,1,247,17500000,6.5,0,2005
"2481",187,121,83,242,3000,23472900,460,264533,4142,1,609,17500000,8.1,12000,2004
"2482",193,94,87,280,866,39687528,794,140780,2124,1,376,2.4e+07,6.3,0,2007
"2483",40,93,148,170,549,7017178,269,1633,1373,5,17,17500000,4.4,0,2013
"2484",46,93,32,1000,13000,NA,1000,13133,16735,4,101,1.8e+07,4.6,0,2014
"2485",38,116,0,50,109,325491,67,4387,245,0,67,17500000,6,204,2002
"2486",239,101,448,83,482,96471845,203,268581,956,0,1109,1.7e+07,7.6,20000,2001
"2487",250,154,0,604,2000,85200000,626,488537,4228,1,1076,18500000,8.4,18000,1986
"2488",82,170,165,244,453,72000000,272,66959,1164,1,258,1.7e+07,7.9,0,1964
"2489",140,99,13,681,45000,72219395,4000,105585,50284,1,419,1.7e+07,5.6,0,1997
"2490",129,104,42,613,839,82389560,756,106820,3627,1,147,1.7e+07,6.5,14000,2014
"2491",285,126,729,284,912,71502303,306,149966,2170,0,835,1.2e+07,7.5,0,2004
"2492",91,110,422,422,33000,19179969,459,54710,35345,2,177,17500000,6.3,0,2006
"2493",318,101,0,598,2000,47000000,742,157857,4400,0,1191,3e+05,7.9,12000,1978
"2494",283,80,611,576,5000,84961,643,149414,6229,4,841,3.1e+07,7.9,0,2002
"2495",52,87,9,503,818,37566230,636,3407,2164,1,48,1.7e+07,5.1,309,2003
"2496",56,123,92,849,1000,70492685,886,11600,5306,5,64,1.7e+07,6.7,7000,2013
"2497",186,109,248,968,16000,35635046,988,121058,19410,0,482,1.7e+07,6.7,3000,2006
"2498",178,90,52,298,723,45670855,346,67978,1978,0,279,2e+07,5.6,12000,2010
"2499",140,96,36,486,1000,37939782,580,62272,3294,0,207,1.7e+07,5.6,2000,2002
"2500",469,125,364,1000,12000,172051787,10000,264186,25549,0,665,1.7e+08,6.8,30000,2010
"2501",63,82,12,281,8000,30324946,357,48458,9271,2,239,1.7e+07,6.2,0,1998
"2502",148,86,33,583,15000,27854896,976,64190,17396,1,129,1.7e+07,5.6,16000,2011
"2503",265,108,192,580,1000,41777564,1000,129719,4500,0,855,1.5e+07,6.4,0,2006
"2504",75,98,39,428,593,22734486,517,11815,2713,1,117,1.7e+07,5.6,320,2003
"2505",113,129,51,89,427,44469602,234,23480,952,0,83,1.7e+07,7.4,21000,2015
"2506",62,99,17,826,918,24708699,912,7991,4797,7,30,NA,4.9,0,2010
"2507",54,105,49,104,680,21160089,503,8522,1538,0,92,NA,6,874,2006
"2508",223,112,36,746,10000,64998368,751,213898,12676,4,250,1.7e+07,7.2,36000,2012
"2509",50,108,19,505,973,19693891,954,12993,3344,2,107,3.4e+07,4.9,476,2001
"2510",125,121,0,244,989,16311763,888,50656,2365,1,416,1.7e+07,7.5,0,1998
"2511",81,89,11,973,1000,12693621,982,10885,4060,0,271,1.7e+07,4.8,814,2002
"2512",37,89,0,323,690,15655665,400,9104,2135,2,112,4e+06,3.1,110,2006
"2513",44,73,11,142,1000,11634458,436,2045,2020,0,37,1.7e+07,5.8,339,1999
